customer_id,age,gender,location,tenure_months,contract_type,monthly_charges,total_charges,login_frequency,feature_usage_score,avg_session_duration,support_tickets,complaints,days_since_last_login,payment_delay_days,payment_method,num_referrals,promotional_offers_used,download_volume_gb,churn,customer_lifetime_value,avg_revenue_per_month,engagement_score,engagement_decay,support_intensity,payment_reliability,value_cost_ratio,tenure_category,is_high_complaints,is_payment_delayed,is_low_engagement,is_active_referrer,usage_per_dollar,recency_score
CUST_000010,29.0,0,1,64,0,59.64638524819909,3840.4120912400776,21,23.63291868429975,10.631543260688405,0,0,2,3,0,1,3,124.32701070559972,0,3817.3686558847417,59.08326294215504,35.23206778813523,0.03076923076923077,0.0,94,0.38968387955161,2,0,0,0,1,2.0500316745471925,96
CUST_000011,29.0,1,1,16,2,79.44823016441504,1259.2086949246009,12,40.683088551229424,14.094582456975685,3,0,9,2,1,1,1,15.173097786994704,1,1271.1716826306406,74.07109970144711,29.71346724395241,0.5294117647058824,0.17647058823529413,96,0.5057052028128386,0,0,0,0,1,0.18860698061330722,82
CUST_000012,37.0,0,0,30,2,48.19678078957276,1409.4866878754647,14,27.548833150509246,19.224675089685373,2,0,4,0,0,0,1,46.08154882640247,1,1445.9034236871828,45.46731251211176,29.18623973983026,0.12903225806451613,0.06451612903225806,100,0.5599722727457039,2,0,0,0,0,0.9366781339515904,92
CUST_000013,18.0,0,2,42,2,20.0,824.3508185922091,18,24.94482115404704,12.823081418583815,0,1,5,0,1,1,1,33.54254169519993,1,840.0,19.170949269586256,32.265686452403756,0.11627906976744186,0.046511627906976744,100,1.1878486263831924,2,0,0,0,1,1.5972638902476157,90
CUST_000014,18.0,1,1,5,0,82.93621940646486,443.1454247269594,11,32.918039874588665,9.623615538667735,0,1,2,3,1,0,4,6.417820758212616,1,414.68109703232426,73.85757078782656,25.338214106568476,0.3333333333333333,0.3333333333333333,94,0.39217920591802685,3,0,0,1,0,0.0764606841193792,96
CUST_000015,28.0,1,2,5,1,20.0,107.443028673165,22,49.063826733401264,31.862299262999564,3,0,5,0,2,2,1,20.51555117580443,1,100.0,17.9071714455275,47.88997041283844,0.8333333333333334,0.5,100,2.3363727015905362,3,0,0,0,1,0.9769310083716395,90
CUST_000016,22.0,0,2,34,0,44.026516177926226,1490.9776275644285,13,53.367619964769254,34.965953998643,3,0,2,0,1,2,1,3.943686654923518,0,1496.9015500494916,42.5993607875551,38.48349396588752,0.05714285714285714,0.08571428571428572,100,1.1852487044274629,2,0,0,0,1,0.08758587138608935,96
CUST_000017,38.0,0,0,33,2,89.60035214026321,2876.1167846964854,16,26.886474085445194,15.469156269909165,3,0,3,5,0,0,3,14.55329417020297,1,2956.811620628686,84.59167013813192,30.81912827317257,0.08823529411764706,0.08823529411764706,90,0.2967590461880415,2,0,0,0,0,0.16063176164781615,94
CUST_000018,24.0,0,2,1,2,89.95287793744268,81.11521419380384,9,21.808615207910005,7.316067957688801,2,1,2,0,2,0,0,48.53754304647447,1,89.95287793744268,40.55760709690192,19.094691533981887,1.0,2.0,100,0.23977927584556427,3,0,0,1,0,0.5336559342284755,96
CUST_000019,18.0,1,2,9,2,100.2581566306402,897.5089515153204,13,1.5365698544788602,10.062205268025558,1,1,5,0,2,0,2,174.18502690885288,1,902.3234096757618,89.75089515153203,18.501832892704726,0.5,0.3,100,0.015174776093187362,1,0,0,1,0,1.7202073660517871,90
CUST_000020,52.0,0,2,12,2,20.0,221.39337965809574,13,36.633694028581495,36.46411008202963,3,0,8,2,1,1,0,14.379588702811443,1,240.0,17.03025997369967,33.72995661155783,0.6153846153846154,0.23076923076923078,96,1.7444616204086425,1,0,0,0,1,0.6847423191814973,84
CUST_000021,32.0,1,2,42,2,73.88040255426907,3016.3417683823027,5,37.96400235667644,24.17891889496676,1,3,12,6,1,0,1,19.821992977051913,1,3102.976907279301,70.14748298563495,21.942542206997402,0.27906976744186046,0.16279069767441862,88,0.5069951691186794,2,1,1,1,0,0.2647153634448754,76
CUST_000022,35.0,0,1,13,2,57.2694429815977,783.4025632120913,18,24.13813786888031,5.738269321996312,2,0,7,0,1,1,2,6.584545474761884,1,744.5027587607701,55.95732594372081,30.7627331983497,0.5,0.14285714285714285,100,0.41425036234692464,0,0,0,0,1,0.11300168901290811,86
CUST_000023,18.0,0,0,62,2,94.64647896483932,5822.216321639274,17,50.73131102569091,31.760789701419043,2,0,13,1,0,0,0,29.22521781144256,1,5868.081695820038,92.41613208951227,42.12214912315299,0.20634920634920634,0.031746031746031744,98,0.5304043763528429,2,0,0,0,0,0.3055545601651062,74
CUST_000024,28.0,0,1,72,2,109.29079764681828,6479.87367594323,21,34.93527093332581,25.058804731278805,0,0,8,0,1,1,1,53.162265346732944,1,7868.937430570916,88.76539282114014,41.19052404289844,0.1095890410958904,0.0,100,0.3167559912405225,2,0,0,0,1,0.482019048560817,84
CUST_000025,36.0,0,0,36,2,25.7325511129321,877.1979276498176,12,20.105298704899567,10.719422291689474,2,0,1,0,1,1,4,20.96037128317896,1,926.3718400655556,23.70805209864372,22.939422422530573,0.02702702702702703,0.05405405405405406,100,0.752090536363866,2,0,0,1,1,0.7840767308227161,98
CUST_000026,21.0,0,1,26,2,65.47647923561397,1705.6916302756524,14,12.36784924474027,86.2628614662792,1,1,4,1,0,1,3,38.9463103420409,1,1702.388460125963,63.17376408428342,36.563338637948306,0.14814814814814814,0.1111111111111111,98,0.18604849996499734,2,0,0,0,1,0.5858660204311165,92
CUST_000027,39.0,0,0,11,2,89.97896448459653,972.4918139332283,12,31.538039205636874,79.5442394170142,3,1,1,0,2,1,1,19.821992977051913,1,989.7686093305618,81.04098449443569,38.618621521801124,0.08333333333333333,0.4166666666666667,100,0.3466519913070292,1,0,0,0,1,0.21787446240287706,98
CUST_000028,27.0,1,2,1,0,54.86004964509627,-1.2063430855472177,11,25.129327846556194,31.099552314666287,1,0,5,1,0,0,1,1.4709951047877652,0,54.86004964509627,-0.6031715427736088,26.823867754229074,2.5,0.5,98,0.4498622540834458,3,0,0,1,0,0.026333580333953357,90
CUST_000029,31.0,0,0,20,2,117.37084158840845,2322.0775970742966,16,6.1950502888606955,47.76520877936556,1,2,6,0,1,1,3,19.821992977051913,1,2347.4168317681692,110.5751236702046,30.359722526455386,0.2857142857142857,0.23809523809523808,100,0.052335948665480726,0,1,0,0,1,0.16745672085339802,88
CUST_000030,27.0,0,2,10,2,52.955913616365905,950.0585939511075,24,36.63960577061895,21.451651203919607,3,1,0,1,0,0,0,8.663343346595846,0,529.5591361636591,86.36896308646432,44.80982666372153,0.0,0.45454545454545453,98,0.679065616998568,1,0,0,0,0,0.16056337046191876,100
CUST_000031,57.0,1,0,10,2,55.99394790029299,608.2825461711578,14,27.194927240281906,21.318876029577016,1,0,12,2,0,1,0,19.821992977051913,1,559.9394790029298,55.29841328828707,29.452791902563803,1.0909090909090908,0.09090909090909091,96,0.47715464961047394,1,0,0,0,1,0.3477911902458334,76
CUST_000032,34.0,0,2,27,2,32.80077633041279,898.3446611122287,14,38.0491665831081,25.15045985847142,2,1,6,0,0,0,4,19.821992977051913,1,885.6209609211453,32.08373789686531,33.39100543213714,0.21428571428571427,0.14285714285714285,100,1.1256891324378473,2,0,0,0,0,0.586436026891393,88
CUST_000033,22.0,1,1,14,1,69.61761958000818,970.1647007934713,23,21.354472051249825,9.645880874767606,2,0,16,3,1,0,4,102.06095488792454,1,974.6466741201145,64.67764671956475,36.873106523380464,1.0666666666666667,0.13333333333333333,94,0.3023958068574612,0,0,0,0,0,1.4452618977377418,68
CUST_000034,44.0,0,1,33,2,20.0,612.3428288882593,19,35.39724049897608,12.451710422545245,0,0,5,0,1,1,6,37.441644311194544,1,660.0,18.01008320259586,36.58531599136008,0.14705882352941177,0.0,100,1.6855828809036228,2,0,0,0,1,1.7829354433902165,90
CUST_000035,20.0,0,0,12,0,57.56706957444308,727.9419971267605,16,15.220723523067758,7.432129878727631,2,0,8,3,0,1,0,19.821992977051913,0,690.804834893317,55.99553824052004,25.888980621305137,0.6153846153846154,0.15384615384615385,94,0.2598853525311027,1,0,0,1,1,0.3384494583915743,84
CUST_000036,37.0,1,1,3,0,103.0690845777621,241.51977888835938,7,26.74314873309348,9.085860657942888,3,1,8,6,0,3,4,69.09969253239883,1,309.2072537332863,60.379944722089846,18.39003765052801,2.0,1.25,88,0.2569749589092481,3,0,1,1,1,0.6639790559584141,84
CUST_000037,18.0,0,2,14,0,23.097009521793396,317.4715933331624,9,31.29215513596675,18.830290528422438,3,0,0,1,1,1,0,174.18502690885288,1,323.3581333051076,21.164772888877494,23.989044138007714,0.0,0.2,98,1.2985908109330349,0,0,0,1,1,7.228491433815449,100
CUST_000038,19.0,1,1,72,1,20.0,1463.1277486147928,14,26.73696680216529,32.66491023938854,0,0,1,1,1,1,1,25.102905950978904,1,1440.0,20.042845871435517,31.334760388665707,0.0136986301369863,0.0,98,1.2731888953412043,2,0,0,0,1,1.1953764738561383,98
CUST_000039,37.0,0,2,38,1,98.48670042763285,3939.9635028118787,18,40.86255812912653,46.673082675581945,1,0,4,0,0,0,0,2.002586835387528,0,3742.4946162500482,101.02470520030458,43.065599290194925,0.10256410256410256,0.02564102564102564,100,0.410733876523025,2,0,0,0,0,0.020129191407289863,92
CUST_000040,43.0,1,2,5,2,102.55108567637548,490.31033967602656,16,15.749263172362216,6.443608455519234,4,0,0,2,1,1,3,34.19437203865968,1,512.7554283818774,81.71838994600442,25.87160639245596,0.0,0.6666666666666666,96,0.1520917242874964,3,0,0,1,1,0.33021741699093465,100
CUST_000041,37.0,1,2,11,2,24.329374349647928,950.0585939511075,17,28.863343658902636,8.778380076514678,0,1,3,1,0,0,6,18.017254599436825,0,267.62311784612723,79.17154949592562,31.47137102032651,0.25,0.16666666666666666,98,1.1395205921974867,1,0,0,0,0,0.7113185801877993,94
CUST_000042,33.0,1,2,63,0,116.9823807519427,6479.87367594323,10,44.3446159697039,37.56876692320689,1,0,5,1,0,1,3,83.31420815374408,0,7369.88998737239,101.24802618661298,32.48983899122325,0.078125,0.015625,98,0.3758579517304216,2,0,0,0,1,0.7061580519290566,90
CUST_000043,31.0,1,1,3,1,77.97355294538183,270.57333603876066,17,9.307932788373837,16.508054895009415,3,1,2,0,1,3,5,19.821992977051913,1,233.9206588361455,67.64333400969016,26.980468095233633,0.5,1.25,100,0.11786139082296589,3,0,0,1,1,0.250995329927233,96
CUST_000044,18.0,0,0,7,1,96.46231590472289,699.455125555739,18,19.03004856210652,16.759852111908458,6,0,3,0,0,1,1,38.32455095970297,1,675.2362113330602,87.43189069446737,31.191917461860953,0.375,0.75,100,0.19525545217609946,1,0,0,0,1,0.3932243001199381,94
CUST_000045,26.0,0,0,7,2,41.243905051055144,351.39811412754784,13,23.105520575406093,48.07876520046668,1,0,9,5,1,1,1,19.651656456235987,1,288.707335357386,43.92476426594348,31.73867009265808,1.125,0.125,90,0.5469551299171139,1,0,0,0,1,0.4651950721053223,82
CUST_000046,29.0,1,2,20,2,109.67176943726331,2250.682065751285,15,66.6759768356411,18.14424478180322,0,2,1,2,1,0,0,15.659625008702298,1,2193.435388745266,107.1753364643469,41.98208886390776,0.047619047619047616,0.19047619047619047,96,0.6024659872582756,0,1,0,0,0,0.14149611132384846,98
CUST_000047,47.0,1,2,12,0,56.959512302606456,553.8704390963151,15,16.549271459815145,5.0,1,0,14,0,2,2,4,8.011267916700463,1,683.5141476312774,42.605418392024234,24.604676788247048,1.0769230769230769,0.07692307692307693,100,0.2855315857975382,1,0,0,1,1,0.13822179653399524,72
CUST_000048,39.0,1,2,1,2,55.63895232343676,-34.34689586301693,16,26.73696680216529,12.475402953027865,1,1,5,1,1,1,4,69.80082728406926,1,55.63895232343676,-17.173447931508466,30.24145065685952,2.5,1.5,98,0.472059699294645,3,0,0,0,1,1.2323820342839606,90
CUST_000049,18.0,0,2,23,0,79.47133757918787,1858.808227086774,19,17.770003195951016,52.75975673196723,2,0,10,2,1,2,0,77.41090685154148,1,1827.840764321321,77.45034279528225,38.47113339855911,0.4166666666666667,0.08333333333333333,96,0.22082400678955327,0,0,0,0,1,0.9619686857493231,80
CUST_000050,38.0,0,2,2,0,53.23924619291553,88.06650153297451,18,26.73696680216529,51.05568168080034,5,2,0,2,1,1,4,150.92858036802593,1,106.47849238583106,29.355500510991504,39.60793278750341,0.0,3.0,96,0.4929450292702915,3,1,0,0,1,2.782645242362153,100
CUST_000051,30.0,1,2,22,2,97.76757198512985,462.8996128493286,10,52.396148866039795,27.01711939295442,2,0,0,0,1,0,0,30.490812005587113,0,2150.8865836728564,20.126070123883853,33.027326445083496,0.0,0.08695652173913043,100,0.5304995132808206,0,0,0,0,0,0.30871278287753917,100
CUST_000052,26.0,0,1,16,1,68.95302476776564,1099.4121569769554,20,17.820667933650235,122.70466109538737,1,1,13,6,1,0,0,28.911420650091582,1,1103.2483962842502,64.6713033515856,52.185061853941086,0.7647058823529411,0.17647058823529413,88,0.2547519280661899,0,0,1,0,0,0.41329764861596047,74
CUST_000053,34.0,1,1,16,1,55.4527089564407,947.1623064170246,14,3.8979252578163113,24.657494900812303,4,0,0,1,1,1,4,174.18502690885288,1,887.2433433030512,55.715429789236744,23.057895589813022,0.0,0.23529411764705882,98,0.06904762109510063,0,0,0,1,1,3.0855034262971373,100
CUST_000054,47.0,0,1,1,2,41.96266158429279,70.16902065363166,10,12.324253965568637,5.0,0,0,6,2,2,0,2,39.90072016343448,1,41.96266158429279,35.08451032681583,17.087171539973095,3.0,0.0,96,0.2868596476824053,3,0,0,1,0,0.928730173877827,88
CUST_000055,46.0,0,2,24,0,102.2158146484644,2404.064152204197,13,39.322794608224,13.46674291488165,2,0,7,2,1,0,3,61.17312199187429,1,2453.1795515631457,96.16256608816788,30.44363676320168,0.28,0.08,96,0.38097644960852933,0,0,0,0,0,0.5926719873327512,86
CUST_000056,24.0,0,1,13,0,136.7698004247721,1741.2965931876665,16,13.643671794590203,14.496344032948105,2,0,10,5,1,0,4,1.344830446200546,1,1778.007405522037,124.37832808483333,26.67314736863826,0.7142857142857143,0.14285714285714285,90,0.09903238411120587,0,0,0,1,0,0.009761431330045936,80
CUST_000057,31.0,0,1,12,2,37.42624432470612,474.99841089164113,17,15.395201993397173,24.36005775300381,1,0,13,0,1,2,3,10.096447702302981,1,449.1149318964734,36.53833929935701,30.204141023518876,1.0,0.07692307692307693,100,0.4006429008077389,1,0,0,0,1,0.2627487510095146,74
CUST_000058,38.0,0,2,21,2,70.92323254300824,1453.9335201879715,18,6.581130177133179,85.95571019666689,0,0,2,2,1,0,4,174.18502690885288,1,1489.387883403173,66.08788728127143,39.77265642033267,0.09090909090909091,0.0,96,0.09150214672564713,0,0,0,0,0,2.4218186634575236,96
CUST_000059,46.0,0,2,22,2,53.046812148323546,1100.5607067923922,20,29.264879548049016,10.261622362942289,5,1,1,0,2,2,1,13.50532574752055,0,1167.029867263118,47.85046551271271,35.60581786988322,0.043478260869565216,0.30434782608695654,100,0.5414728155980014,0,0,0,0,1,0.24988200433463428,98
CUST_000060,29.0,0,2,0,1,133.65198128002942,24.553212397714418,16,37.06874452108665,39.15851684281892,4,0,1,0,2,3,2,10.14324834466585,1,0.0,24.553212397714418,38.09001976895938,1.0,4.0,100,0.27529297503611566,4,0,0,0,1,0.07532936573410985,98
CUST_000061,32.0,1,2,3,2,79.75204356156385,246.71438562918388,11,26.73696680216529,5.0,4,1,0,2,2,0,3,14.638070205095383,0,239.25613068469156,61.67859640729597,22.660985390952092,0.0,1.5,96,0.3310995687902502,3,0,0,1,0,0.18127182371472236,100
CUST_000062,21.0,1,2,6,2,92.8086713731997,608.3723442662242,24,9.573022791342858,21.67771059817262,0,0,0,0,0,1,3,28.463227578081018,1,556.8520282391983,86.91033489517488,36.7300856107063,0.0,0.0,100,0.10204837837707384,3,0,0,0,1,0.303417873437793,100
CUST_000063,20.0,1,2,27,2,100.45497671458796,2666.613506148033,16,17.14978106256714,15.75952565937203,1,0,8,0,0,0,3,3.4830143865568233,0,2712.2843712938748,95.23619664814404,27.94980004021978,0.2857142857142857,0.03571428571428571,100,0.1690383421092562,2,0,0,0,0,0.03433064103257548,84
CUST_000064,44.0,0,2,20,2,68.90461564510072,1393.795480171817,10,17.160980889605217,27.703063285093666,2,0,3,1,1,0,1,19.821992977051913,1,1378.0923129020143,66.37121334151509,22.578859708189754,0.14285714285714285,0.09523809523809523,98,0.24549138467093407,0,0,0,1,0,0.2835577135233293,94
CUST_000065,51.0,1,2,34,2,59.40849977900612,1983.7503502267937,13,45.32674574372303,95.5788430006276,2,1,0,1,0,1,3,26.989409583265985,1,2019.888992486208,56.67858143505125,46.859057317827265,0.0,0.11428571428571428,98,0.750337219257935,2,0,0,0,1,0.44678165625701677,100
CUST_000066,34.0,1,1,32,2,110.56796943956019,3527.601001383708,11,26.73696680216529,22.850100273539955,1,0,3,0,2,2,2,7.505358079393156,1,3538.175022065926,106.89700004193055,25.837929638123434,0.09090909090909091,0.030303030303030304,100,0.23964733728213572,2,0,0,1,1,0.06727162031445809,94
CUST_000067,34.0,1,2,46,0,88.33665128584717,4096.6356712814995,17,26.634964090324775,14.599512955786663,2,0,1,10,1,2,1,5.490440931633164,1,4063.48595914897,87.16246109109574,31.838896966304585,0.02127659574468085,0.0425531914893617,80,0.2981415097494741,2,0,1,0,1,0.061457877059501634,98
CUST_000068,39.0,1,1,11,0,39.62301475190155,452.15574003038284,19,59.4959756668505,22.684523487213642,0,1,3,1,1,0,1,19.821992977051913,0,435.85316227091704,37.679645002531906,45.63616309507504,0.25,0.16666666666666666,98,1.4645878950691495,1,0,0,0,0,0.48794982593270114,94
CUST_000069,27.0,0,2,10,0,43.27365908348237,426.55224052848916,17,5.789506457009727,13.384734499435057,4,0,16,0,2,1,2,4.4702108105265745,1,432.7365908348237,38.77747641168083,25.36905453631908,1.4545454545454546,0.36363636363636365,100,0.13076638743802582,1,0,0,1,1,0.10096772896266715,68
CUST_000070,39.0,0,2,42,0,53.31040479408688,2163.187246470488,18,22.130746003754393,11.944136890579985,4,0,7,0,1,1,7,83.8506372590319,1,2239.037001351649,50.30668015047647,31.26503017758707,0.16279069767441862,0.09302325581395349,100,0.4074863018911601,2,0,0,0,1,1.5439147908571886,86
CUST_000071,53.0,0,0,6,2,99.77655671649325,586.6398588403619,19,22.051839688000634,17.308204641152727,1,0,26,0,1,3,2,47.70256547929978,1,598.6593402989595,83.8056941200517,33.4460500728494,3.7142857142857144,0.14285714285714285,100,0.21881914213478576,3,0,0,0,1,0.47334982493495636,48
CUST_000072,34.0,0,1,14,0,109.20342429699787,1518.6772554939812,19,41.711295645412825,45.48942244037702,3,0,11,2,1,0,3,49.44691839230396,1,1528.8479401579702,101.2451503662654,44.35955379715145,0.7333333333333333,0.2,96,0.37849364401782126,0,0,0,0,0,0.4486876765194217,78
CUST_000073,53.0,0,2,5,2,129.55184897271255,589.4711182481667,13,21.66576721888317,20.515703256531584,4,0,0,7,1,0,3,19.387730139674417,1,647.7592448635628,98.24518637469446,26.401095952899638,0.0,0.6666666666666666,86,0.16595526903193583,3,0,1,1,0,0.1485059789825479,100
CUST_000074,18.0,0,1,58,2,43.73890122013259,2425.8663288033326,8,52.35347809441632,9.74052764954357,2,0,2,0,1,0,0,45.321752643259416,1,2536.85627076769,41.11637845429377,27.439653481289263,0.03389830508474576,0.03389830508474576,100,1.1702003550962747,2,0,0,0,0,1.0130278439396394,96
CUST_000075,34.0,1,1,12,2,69.20619572618621,764.668734198194,10,17.95405719082234,20.40898632201826,2,2,2,8,0,0,1,49.16107921366909,1,830.4743487142346,58.82067186139954,21.518589563717004,0.15384615384615385,0.46153846153846156,84,0.2557332298825253,1,1,1,1,0,0.7002384719064403,96
CUST_000076,34.0,0,2,5,2,52.99394650371308,333.5466013995122,16,24.826567372199797,43.29346085506479,2,0,2,0,2,0,3,174.18502690885288,1,264.9697325185654,55.591100233252035,35.153300114345086,0.3333333333333333,0.3333333333333333,100,0.45980279234622184,3,0,0,0,0,3.2260102879657895,96
CUST_000077,31.0,1,2,28,2,59.52962970833117,1620.4355539728458,10,14.150457690219856,16.378377367551636,3,0,0,1,1,1,2,1.2508703695154444,1,1666.8296318332727,55.87708806802917,19.66014568004276,0.0,0.10344827586206896,98,0.23377737082492372,2,0,0,1,1,0.020665422464054447,100
CUST_000078,36.0,1,0,6,2,92.89636563139179,524.0322079346789,20,12.97827308888233,32.667333013537224,1,0,8,5,0,2,4,6.819865282449137,1,557.3781937883507,74.86174399066842,34.70758347777077,1.1428571428571428,0.14285714285714285,90,0.13821912064020703,3,0,0,0,1,0.07263183443352672,84
CUST_000079,18.0,0,2,68,0,63.62362968434594,4358.487664438683,13,10.816098751411074,43.02471123683094,2,0,3,0,1,0,2,7.93639987679549,0,4326.4068185355245,63.166487890415695,27.152327720976093,0.043478260869565216,0.028985507246376812,100,0.16737064761360973,2,0,0,1,0,0.1228095654106838,94
CUST_000080,32.0,1,2,10,0,104.47573014718446,973.4305159648324,16,2.8460030406884065,21.365227702796243,1,1,5,0,1,1,1,19.821992977051913,1,1044.7573014718446,88.49368326953021,24.656364270381058,0.45454545454545453,0.2727272727272727,100,0.026982539364430052,1,0,0,1,1,0.18792942176737362,90
CUST_000081,39.0,1,2,26,2,49.51104658267514,1319.6307446107664,12,60.9253840968887,5.0,4,0,25,0,1,1,0,6.187342627418389,1,1287.2872111495537,48.87521276336172,34.16751057936912,0.9259259259259259,0.14814814814814814,100,1.2061794046806702,2,0,0,0,1,0.12249484114907638,50
CUST_000082,52.0,1,1,10,1,87.24249052233561,878.267893216498,13,53.12984614019551,42.06007410606,4,0,6,4,0,2,2,38.09337001864751,1,872.4249052233562,79.84253574695437,39.67476671813098,0.5454545454545454,0.36363636363636365,92,0.6020891503141277,1,0,0,0,1,0.43168965192574044,88
CUST_000083,28.0,1,0,39,0,51.717301474329936,950.0585939511075,14,38.41487496395198,17.210340729117828,4,0,1,6,1,1,4,9.623820972845646,1,2016.9747574988676,23.751464848777687,32.087542927578355,0.025,0.1,88,0.7286957770905184,2,0,1,0,1,0.18255526560918242,98
CUST_000084,25.0,1,1,54,1,44.82195752907171,1082.9489387418612,13,15.780227294550041,70.126594045128,0,0,14,0,2,3,4,22.707485772218497,1,2420.385706569872,19.689980704397477,33.46513418302718,0.2545454545454545,0.0,100,0.34438134347574056,2,0,0,0,1,0.49555905065408323,72
CUST_000085,28.0,1,1,37,0,34.355945989796766,1384.7801074373965,15,15.247596219237568,39.70717900317937,3,0,0,3,1,3,1,7.763562945428267,0,1271.1700016224804,36.44158177466833,30.391325659482998,0.0,0.07894736842105263,94,0.43125974407919426,2,0,0,0,1,0.21958295070562453,100
CUST_000086,45.0,0,0,45,2,68.72389191039565,3090.877733618241,23,28.807936630119446,11.572777165817378,1,0,2,1,0,0,0,174.18502690885288,0,3092.5751359678043,67.19299420909219,39.45209310702541,0.043478260869565216,0.021739130434782608,98,0.4131716667099052,2,0,0,0,0,2.4982114758123872,96
CUST_000087,38.0,0,1,2,1,122.64493463904482,273.4681547536875,12,29.844522388807924,8.117171650602224,1,1,6,0,1,1,3,4.548901584192635,1,245.28986927808964,91.15605158456249,25.398043378538027,2.0,1.0,100,0.24137278632507414,3,0,0,1,1,0.03679003589974946,88
CUST_000088,28.0,1,1,61,1,51.2123736219122,3208.2477130556126,15,37.51937398905068,9.252824816410442,0,0,3,4,1,0,0,9.964463797591549,1,3123.9547909366443,51.745930855735686,31.652621352972666,0.04838709677419355,0.0,92,0.7185916170128829,2,0,0,0,0,0.19084487270675848,94
CUST_000089,41.0,0,0,23,2,59.924347133015566,1396.8867054182201,16,69.27609537746416,22.07984239366173,1,0,0,0,1,2,4,6.560301919023613,1,1378.259984059358,58.20361272575917,44.7125784295456,0.0,0.041666666666666664,100,1.1370839186214716,0,0,0,0,1,0.10767947836520211,100
CUST_000090,36.0,1,2,48,2,79.69009276384512,3856.272581197515,15,37.026662343616785,20.3836136071078,3,0,3,2,0,0,1,20.234604325993132,1,3825.1244526645655,78.69944043260234,33.48585529735067,0.061224489795918366,0.061224489795918366,96,0.4588749507573668,2,0,0,0,0,0.2507693774155589,94
CUST_000091,46.0,1,1,27,2,47.01736040979522,950.0585939511075,19,2.5093929400120585,58.43121722515833,1,1,0,4,1,2,1,7.777078084235536,1,1269.4687310644708,33.93066406968241,34.90235158624044,0.0,0.10714285714285714,92,0.05226011839459962,2,0,0,0,1,0.16196388176825033,100
