customer_id,age,gender,location,tenure_months,contract_type,monthly_charges,total_charges,login_frequency,feature_usage_score,avg_session_duration,support_tickets,complaints,days_since_last_login,payment_delay_days,payment_method,num_referrals,promotional_offers_used,download_volume_gb,churn
CUST_000013,18.0,F,Urban,42,Month-to-Month,20.0,824.3508185922091,18,24.94482115404704,12.823081418583815,0,1,5,0,Credit Card,1,1,33.54254169519993,1
CUST_000014,18.0,M,Suburban,5,1-Year,82.93621940646486,443.1454247269594,11,32.918039874588665,9.623615538667735,0,1,2,3,Credit Card,0,4,6.417820758212616,1
CUST_000015,28.0,M,Urban,5,2-Year,20.0,107.443028673165,22,49.063826733401264,31.862299262999564,3,0,5,0,Digital Wallet,2,1,20.51555117580443,1
CUST_000016,22.0,F,Urban,34,1-Year,44.026516177926226,1490.9776275644285,13,53.367619964769254,34.965953998643,3,0,2,0,Credit Card,2,1,3.943686654923518,0
CUST_000017,38.0,F,Rural,33,Month-to-Month,89.60035214026321,2876.1167846964854,16,26.886474085445194,15.469156269909165,3,0,3,5,Bank Transfer,0,3,14.55329417020297,1
CUST_000018,24.0,F,Urban,1,Month-to-Month,89.95287793744268,81.11521419380384,9,21.808615207910005,7.316067957688801,2,1,2,0,Digital Wallet,0,0,48.53754304647447,1
CUST_000019,18.0,M,Urban,9,Month-to-Month,100.2581566306402,897.5089515153204,13,1.5365698544788602,10.062205268025558,1,1,5,0,Digital Wallet,0,2,278.6602816912179,1
CUST_000020,52.0,F,Urban,12,Month-to-Month,20.0,221.39337965809574,13,36.633694028581495,36.46411008202963,3,0,8,2,Credit Card,1,0,14.379588702811443,1
CUST_000021,32.0,M,Urban,42,Month-to-Month,73.88040255426907,3016.3417683823027,5,37.96400235667644,24.17891889496676,1,3,12,6,Credit Card,0,1,,1
CUST_000022,35.0,F,Suburban,13,Month-to-Month,57.2694429815977,783.4025632120913,18,24.13813786888031,5.738269321996312,2,0,7,0,Credit Card,1,2,6.584545474761884,1
CUST_000023,18.0,F,Rural,62,Month-to-Month,94.64647896483932,5822.216321639274,17,50.73131102569091,31.760789701419043,2,0,13,1,Bank Transfer,0,0,29.22521781144256,1
CUST_000024,28.0,F,Suburban,72,Month-to-Month,109.29079764681828,7817.716592444891,21,34.93527093332581,25.058804731278805,0,0,8,0,Credit Card,1,1,53.162265346732944,1
CUST_000025,36.0,F,Rural,36,Month-to-Month,25.7325511129321,877.1979276498176,12,20.105298704899567,10.719422291689474,2,0,1,0,Credit Card,1,4,20.96037128317896,1
CUST_000026,21.0,F,Suburban,26,Month-to-Month,65.47647923561397,1705.6916302756524,14,12.36784924474027,86.2628614662792,1,1,4,1,Bank Transfer,1,3,38.9463103420409,1
CUST_000027,39.0,F,Rural,11,Month-to-Month,89.97896448459653,972.4918139332283,12,31.538039205636874,79.5442394170142,3,1,1,0,Digital Wallet,1,1,,1
CUST_000028,27.0,M,Urban,1,1-Year,54.86004964509627,-1.2063430855472177,11,25.129327846556194,31.099552314666287,1,0,5,1,Bank Transfer,0,1,1.4709951047877652,0
CUST_000029,31.0,F,Rural,20,Month-to-Month,117.37084158840845,2322.0775970742966,16,6.1950502888606955,47.76520877936556,1,2,6,0,Credit Card,1,3,,1
CUST_000030,27.0,F,Urban,10,Month-to-Month,52.955913616365905,,24,36.63960577061895,21.451651203919607,3,1,0,1,Bank Transfer,0,0,8.663343346595846,0
CUST_000031,57.0,M,Rural,10,Month-to-Month,55.99394790029299,608.2825461711578,14,27.194927240281906,21.318876029577016,1,0,12,2,Bank Transfer,1,0,,1
CUST_000032,34.0,F,Urban,27,Month-to-Month,32.80077633041279,898.3446611122287,14,38.0491665831081,25.15045985847142,2,1,6,0,Bank Transfer,0,4,,1
CUST_000033,22.0,M,Suburban,14,2-Year,69.61761958000818,970.1647007934713,23,21.354472051249825,9.645880874767606,2,0,16,3,Credit Card,0,4,102.06095488792454,1
CUST_000034,44.0,F,Suburban,33,Month-to-Month,20.0,612.3428288882593,19,35.39724049897608,12.451710422545245,0,0,5,0,Credit Card,1,6,37.441644311194544,1
CUST_000035,20.0,F,Rural,12,1-Year,57.56706957444308,727.9419971267605,16,15.220723523067758,7.432129878727631,2,0,8,3,Bank Transfer,1,0,,0
CUST_000036,37.0,M,Suburban,3,1-Year,103.0690845777621,241.51977888835938,7,26.74314873309348,9.085860657942888,3,1,8,6,Bank Transfer,3,4,69.09969253239883,1
CUST_000037,18.0,F,Urban,14,1-Year,23.097009521793396,317.4715933331624,9,31.29215513596675,18.830290528422438,3,0,0,1,Credit Card,1,0,221.93741156106847,1
CUST_000038,19.0,M,Suburban,72,2-Year,20.0,1463.1277486147928,14,,32.66491023938854,0,0,1,1,Credit Card,1,1,25.102905950978904,1
CUST_000039,37.0,F,Urban,38,2-Year,98.48670042763285,3939.9635028118787,18,40.86255812912653,46.673082675581945,1,0,4,0,Bank Transfer,0,0,2.002586835387528,0
CUST_000040,43.0,M,Urban,5,Month-to-Month,102.55108567637548,490.31033967602656,16,15.749263172362216,6.443608455519234,4,0,0,2,Credit Card,1,3,34.19437203865968,1
CUST_000041,37.0,M,Urban,11,Month-to-Month,24.329374349647928,,17,28.863343658902636,8.778380076514678,0,1,3,1,Bank Transfer,0,6,18.017254599436825,0
CUST_000042,33.0,M,Urban,63,1-Year,116.9823807519427,7420.799252129673,10,44.3446159697039,37.56876692320689,1,0,5,1,Bank Transfer,1,3,83.31420815374408,0
CUST_000043,31.0,M,Suburban,3,2-Year,77.97355294538183,270.57333603876066,17,9.307932788373837,16.508054895009415,3,1,2,0,Credit Card,3,5,,1
CUST_000044,18.0,F,Rural,7,2-Year,96.46231590472289,699.455125555739,18,19.03004856210652,16.759852111908458,6,0,3,0,Bank Transfer,1,1,38.32455095970297,1
CUST_000045,26.0,F,Rural,7,Month-to-Month,41.243905051055144,351.39811412754784,13,23.105520575406093,48.07876520046668,1,0,9,5,Credit Card,1,1,19.651656456235987,1
CUST_000046,29.0,M,Urban,20,Month-to-Month,109.67176943726331,2250.682065751285,15,66.6759768356411,18.14424478180322,0,2,1,2,Credit Card,0,0,15.659625008702298,1
CUST_000047,47.0,M,Urban,12,1-Year,56.959512302606456,553.8704390963151,15,16.549271459815145,5.0,1,0,14,0,Digital Wallet,2,4,8.011267916700463,1
CUST_000048,39.0,M,Urban,1,Month-to-Month,55.63895232343676,-34.34689586301693,16,,12.475402953027865,1,1,5,1,Credit Card,1,4,69.80082728406926,1
CUST_000049,18.0,F,Urban,23,1-Year,79.47133757918787,1858.808227086774,19,17.770003195951016,52.75975673196723,2,0,10,2,Credit Card,2,0,77.41090685154148,1
CUST_000050,38.0,F,Urban,2,1-Year,53.23924619291553,88.06650153297451,18,,51.05568168080034,5,2,0,2,Credit Card,1,4,150.92858036802593,1
CUST_000051,30.0,M,Urban,22,Month-to-Month,97.76757198512985,462.8996128493286,10,52.396148866039795,27.01711939295442,2,0,0,0,Credit Card,0,0,30.490812005587113,0
CUST_000052,26.0,F,Suburban,16,2-Year,68.95302476776564,1099.4121569769554,20,17.820667933650235,122.70466109538737,1,1,13,6,Credit Card,0,0,28.911420650091582,1
CUST_000053,,M,Suburban,16,2-Year,55.4527089564407,947.1623064170246,14,3.8979252578163113,24.657494900812303,4,0,0,1,Credit Card,1,4,226.4051466558663,1
CUST_000054,47.0,F,Suburban,1,Month-to-Month,41.96266158429279,70.16902065363166,10,12.324253965568637,5.0,0,0,6,2,Digital Wallet,0,2,39.90072016343448,1
CUST_000055,46.0,F,Urban,24,1-Year,102.2158146484644,2404.064152204197,13,39.322794608224,13.46674291488165,2,0,7,2,Credit Card,0,3,61.17312199187429,1
CUST_000056,24.0,F,Suburban,13,1-Year,136.7698004247721,1741.2965931876665,16,13.643671794590203,14.496344032948105,2,0,10,5,Credit Card,0,4,1.344830446200546,1
CUST_000057,31.0,F,Suburban,12,Month-to-Month,37.42624432470612,474.99841089164113,17,15.395201993397173,24.36005775300381,1,0,13,0,Credit Card,2,3,10.096447702302981,1
CUST_000058,38.0,F,Urban,21,Month-to-Month,70.92323254300824,1453.9335201879715,18,6.581130177133179,85.95571019666689,0,0,2,2,Credit Card,0,4,500.0,1
CUST_000059,46.0,F,Urban,22,Month-to-Month,53.046812148323546,1100.5607067923922,20,29.264879548049016,10.261622362942289,5,1,1,0,Digital Wallet,2,1,13.50532574752055,0
CUST_000060,29.0,F,Urban,0,2-Year,133.65198128002942,24.553212397714418,16,37.06874452108665,39.15851684281892,4,0,1,0,Digital Wallet,3,2,10.14324834466585,1
CUST_000061,32.0,M,Urban,3,Month-to-Month,79.75204356156385,246.71438562918388,11,,5.0,4,1,0,2,Digital Wallet,0,3,14.638070205095383,0
CUST_000062,21.0,M,Urban,6,Month-to-Month,92.8086713731997,608.3723442662242,24,9.573022791342858,21.67771059817262,0,0,0,0,Bank Transfer,1,3,28.463227578081018,1
CUST_000063,20.0,M,Urban,27,Month-to-Month,100.45497671458796,2666.613506148033,16,17.14978106256714,15.75952565937203,1,0,8,0,Bank Transfer,0,3,3.4830143865568233,0
CUST_000064,44.0,F,Urban,20,Month-to-Month,68.90461564510072,1393.795480171817,10,17.160980889605217,27.703063285093666,2,0,3,1,Credit Card,0,1,,1
CUST_000065,51.0,M,Urban,34,Month-to-Month,59.40849977900612,1983.7503502267937,13,45.32674574372303,95.5788430006276,2,1,0,1,Bank Transfer,1,3,26.989409583265985,1
CUST_000066,34.0,M,Suburban,32,Month-to-Month,110.56796943956019,3527.601001383708,11,,22.850100273539955,1,0,3,0,Digital Wallet,2,2,7.505358079393156,1
CUST_000067,,M,Urban,46,1-Year,88.33665128584717,4096.6356712814995,17,26.634964090324775,14.599512955786663,2,0,1,10,Credit Card,2,1,5.490440931633164,1
CUST_000068,39.0,M,Suburban,11,1-Year,39.62301475190155,452.15574003038284,19,59.4959756668505,22.684523487213642,0,1,3,1,Credit Card,0,1,,0
CUST_000069,27.0,F,Urban,10,1-Year,43.27365908348237,426.55224052848916,17,5.789506457009727,13.384734499435057,4,0,16,0,Digital Wallet,1,2,4.4702108105265745,1
CUST_000070,39.0,F,Urban,42,1-Year,53.31040479408688,2163.187246470488,18,22.130746003754393,11.944136890579985,4,0,7,0,Credit Card,1,7,83.8506372590319,1
CUST_000071,53.0,F,Rural,6,Month-to-Month,99.77655671649325,586.6398588403619,19,22.051839688000634,17.308204641152727,1,0,26,0,Credit Card,3,2,47.70256547929978,1
CUST_000072,34.0,F,Suburban,14,1-Year,109.20342429699787,1518.6772554939812,19,41.711295645412825,45.48942244037702,3,0,11,2,Credit Card,0,3,49.44691839230396,1
CUST_000073,53.0,F,Urban,5,Month-to-Month,129.55184897271255,589.4711182481667,13,21.66576721888317,20.515703256531584,4,0,0,7,Credit Card,0,3,19.387730139674417,1
CUST_000074,18.0,F,Suburban,58,Month-to-Month,43.73890122013259,2425.8663288033326,8,52.35347809441632,9.74052764954357,2,0,2,0,Credit Card,0,0,45.321752643259416,1
CUST_000075,,M,Suburban,12,Month-to-Month,69.20619572618621,764.668734198194,10,17.95405719082234,20.40898632201826,2,2,2,8,Bank Transfer,0,1,49.16107921366909,1
CUST_000076,,F,Urban,5,Month-to-Month,52.99394650371308,333.5466013995122,16,24.826567372199797,43.29346085506479,2,0,2,0,Digital Wallet,0,3,437.03503418187546,1
CUST_000077,31.0,M,Urban,28,Month-to-Month,59.52962970833117,1620.4355539728458,10,14.150457690219856,16.378377367551636,3,0,0,1,Credit Card,1,2,1.2508703695154444,1
CUST_000078,36.0,M,Rural,6,Month-to-Month,92.89636563139179,524.0322079346789,20,12.97827308888233,32.667333013537224,1,0,8,5,Bank Transfer,2,4,6.819865282449137,1
CUST_000079,18.0,F,Urban,68,1-Year,63.62362968434594,4358.487664438683,13,10.816098751411074,43.02471123683094,2,0,3,0,Credit Card,0,2,7.93639987679549,0
CUST_000080,32.0,M,Urban,10,1-Year,104.47573014718446,973.4305159648324,16,2.8460030406884065,21.365227702796243,1,1,5,0,Credit Card,1,1,,1
CUST_000081,39.0,M,Urban,26,Month-to-Month,49.51104658267514,1319.6307446107664,12,60.9253840968887,5.0,4,0,25,0,Credit Card,1,0,6.187342627418389,1
CUST_000082,52.0,M,Suburban,10,2-Year,87.24249052233561,878.267893216498,13,53.12984614019551,42.06007410606,4,0,6,4,Bank Transfer,2,2,38.09337001864751,1
CUST_000083,28.0,M,Rural,39,1-Year,51.717301474329936,,14,38.41487496395198,17.210340729117828,4,0,1,6,Credit Card,1,4,9.623820972845646,1
CUST_000084,25.0,M,Suburban,54,2-Year,44.82195752907171,1082.9489387418612,13,15.780227294550041,70.126594045128,0,0,14,0,Digital Wallet,3,4,22.707485772218497,1
CUST_000085,28.0,M,Suburban,37,1-Year,34.355945989796766,1384.7801074373965,15,15.247596219237568,39.70717900317937,3,0,0,3,Credit Card,3,1,7.763562945428267,0
CUST_000086,45.0,F,Rural,45,Month-to-Month,68.72389191039565,3090.877733618241,23,28.807936630119446,11.572777165817378,1,0,2,1,Bank Transfer,0,0,500.0,0
CUST_000087,38.0,F,Suburban,2,2-Year,122.64493463904482,273.4681547536875,12,29.844522388807924,8.117171650602224,1,1,6,0,Credit Card,1,3,4.548901584192635,1
CUST_000088,28.0,M,Suburban,61,2-Year,51.2123736219122,3208.2477130556126,15,37.51937398905068,9.252824816410442,0,0,3,4,Credit Card,0,0,9.964463797591549,1
CUST_000089,41.0,F,Rural,23,Month-to-Month,59.924347133015566,1396.8867054182201,16,69.27609537746416,22.07984239366173,1,0,0,0,Credit Card,2,4,6.560301919023613,1
CUST_000090,36.0,M,Urban,48,Month-to-Month,79.69009276384512,3856.272581197515,15,37.026662343616785,20.3836136071078,3,0,3,2,Bank Transfer,0,1,20.234604325993132,1
CUST_000091,46.0,M,Suburban,27,Month-to-Month,47.01736040979522,,19,2.5093929400120585,58.43121722515833,1,1,0,4,Credit Card,2,1,7.777078084235536,1
CUST_000092,26.0,M,Suburban,5,2-Year,50.48722785403433,346.1844343422868,17,59.526567204885104,20.402150454038914,3,0,3,6,Credit Card,1,5,6.695181681843024,0
CUST_000093,,F,Rural,22,Month-to-Month,67.16343433630539,1447.3986137337647,16,25.412178384185562,14.17195931614489,0,1,1,3,Credit Card,0,2,332.7269897375946,0
CUST_000094,30.0,M,Rural,2,1-Year,51.9030099126511,186.4971911657189,16,19.424282318107807,44.60718114881134,4,1,12,3,Bank Transfer,0,2,19.283316748228412,1
CUST_000095,18.0,F,Suburban,28,1-Year,20.0,512.1989079094404,18,51.612161512210285,65.41500734979445,1,1,2,0,Digital Wallet,1,2,69.59496346428696,0
CUST_000096,38.0,Unknown,Rural,12,Month-to-Month,45.494898804377904,498.42923085560176,21,15.078634068875962,7.224846169101398,3,0,7,1,Credit Card,3,3,14.536309317622605,1
CUST_000097,38.0,F,Suburban,3,1-Year,83.44759059673932,224.2278683489198,15,9.44981658336393,120.65273227765678,4,1,1,0,Credit Card,1,1,43.4782456426288,1
CUST_000098,,F,Urban,72,1-Year,84.38009282387776,6045.063641174791,14,,93.43356964231393,2,1,2,1,Credit Card,2,1,5.4458938753472985,1
CUST_000099,32.0,F,Urban,55,Month-to-Month,105.08701101077905,5651.148581063094,9,20.114726038379153,63.69347022178359,2,0,3,1,Credit Card,3,0,35.0964079711264,1
CUST_000100,,M,Suburban,53,Month-to-Month,102.66608035952763,,11,38.7781083967338,24.706818390300125,1,0,4,1,Bank Transfer,3,2,4.791565814596748,1
CUST_000101,29.0,M,Urban,37,2-Year,37.994371270066935,1426.7641319610511,11,11.250954214040451,68.9521541851566,2,0,1,0,Credit Card,0,0,6.092697354787106,1
CUST_000102,30.0,F,Urban,28,1-Year,42.637506526673164,1234.2329895233988,18,5.65241194265385,5.0,5,0,3,1,Bank Transfer,1,2,16.76735728604298,1
CUST_000103,25.0,F,Urban,25,1-Year,43.96156720513227,1104.1987879519943,16,13.082516740000935,8.147989628887684,1,1,1,2,Digital Wallet,3,2,232.1707377411546,1
CUST_000104,33.0,M,Rural,2,Month-to-Month,60.438151384450386,137.35003247607943,20,10.306401614861622,26.968861271234434,4,0,2,0,Bank Transfer,0,1,6.378737751815368,1
CUST_000105,39.0,M,Urban,55,Month-to-Month,46.301896520299906,2470.8154697275513,8,33.95032283114989,21.9194673557586,1,0,4,3,Credit Card,1,1,70.51922428093957,1
CUST_000106,57.0,M,Rural,51,2-Year,59.76418900461356,3013.577267727801,13,,34.36303972983938,2,0,2,0,Digital Wallet,0,1,2.87474108632851,1
CUST_000107,37.0,M,Rural,33,1-Year,38.8340902633243,1349.2484747321473,13,18.72823977655021,25.131180821244854,3,0,0,1,Digital Wallet,0,2,4.242718319014465,1
CUST_000108,38.0,M,Urban,62,Month-to-Month,269.0132046471392,5426.082443559052,14,7.295031524542532,74.30972458716485,3,0,2,1,Credit Card,1,1,6.106277772174856,1
CUST_000109,34.0,F,Urban,19,1-Year,36.55809114921986,691.109073430934,16,20.210869747943335,6.540184224612025,3,1,0,0,Digital Wallet,0,0,66.00628694446577,0
CUST_000110,18.0,F,Suburban,14,1-Year,35.07284250130944,437.13924863509226,16,21.834105918076723,14.434508495044355,1,1,10,2,Bank Transfer,1,0,279.9706058004821,1
CUST_000111,34.0,F,Suburban,72,Month-to-Month,80.60687357573353,5859.201740061263,20,27.2804489424676,44.75862390026664,4,0,1,2,Bank Transfer,0,2,0.8158651650382169,1
CUST_000112,35.0,F,Urban,14,2-Year,86.66899911872152,1203.498843998441,12,37.64430984676041,21.026257760148496,3,0,5,2,Credit Card,0,2,157.97500222806835,1
CUST_000113,64.0,F,Urban,24,Month-to-Month,58.2463285443652,1399.8884166863074,17,44.162547038982744,54.156563819792126,0,0,21,0,Digital Wallet,0,3,5.362504309341635,0
CUST_000114,32.0,M,Urban,11,1-Year,91.0696446575909,976.6639295998241,10,45.05856751675754,42.45921620064971,8,0,2,1,Bank Transfer,1,0,22.03868422863838,1
CUST_000115,38.0,M,Urban,24,Month-to-Month,88.90362819195076,2214.85394694674,20,18.96567994318094,62.451985061503876,0,0,0,1,Credit Card,1,1,4.9464636848099355,1
CUST_000116,34.0,F,Urban,30,Month-to-Month,121.97416370370556,3635.7375619668323,15,29.631263460889468,66.76279633668247,2,0,0,0,Credit Card,0,1,,1
CUST_000117,20.0,F,Urban,23,2-Year,86.98778403857816,1980.4409499519465,14,41.61021413249432,84.16702188084616,1,2,5,0,Credit Card,1,3,12.990007867914452,1
CUST_000118,48.0,M,Suburban,17,1-Year,116.21609254344389,1936.932207370429,17,,16.544139129597585,1,0,7,0,Bank Transfer,1,1,3.757386594449982,0
CUST_000119,44.0,Other,Rural,8,1-Year,66.85787514268908,555.5165069587326,22,36.8338186882881,9.276599169426165,1,1,4,0,Digital Wallet,2,1,30.042079566978305,1
CUST_000120,44.0,M,Suburban,24,Month-to-Month,106.98878528325821,2556.434836512637,15,35.39511881289025,151.17789592284538,2,1,10,0,Credit Card,0,2,0.556226219001964,1
CUST_000121,24.0,M,Rural,57,2-Year,107.62299144517672,6069.890499340384,15,46.424573222991306,98.50669190816697,3,0,2,1,Bank Transfer,2,0,,1
CUST_000122,51.0,M,Suburban,0,Month-to-Month,60.721587805695904,66.66342293248391,13,39.890739037624314,23.8205886440837,1,1,1,6,Bank Transfer,2,1,6.776827016272504,0
CUST_000123,18.0,M,Suburban,3,1-Year,44.34378856165224,101.66767882648062,16,44.878563397872625,30.69238738684075,1,0,0,0,Digital Wallet,0,2,500.0,1
CUST_000124,42.0,F,Urban,3,2-Year,49.61972515443964,185.72601813866945,21,27.264035462425806,5.0,0,0,7,0,Bank Transfer,2,3,,1
CUST_000125,61.0,F,Urban,61,Month-to-Month,77.45372492287972,4681.3294452891505,15,32.458729149348564,28.348727923414938,4,1,8,1,Bank Transfer,1,2,5.572928417865391,1
CUST_000126,23.0,M,Suburban,26,Month-to-Month,30.5087897561476,792.4818512702086,12,47.496997157211744,37.9295766174023,2,1,1,0,Credit Card,0,6,127.51529604987148,1
CUST_000127,28.0,F,Rural,72,2-Year,51.38807403031282,,15,42.43005215594805,13.671188443153943,3,0,10,2,Digital Wallet,0,3,9.88186849757628,1
CUST_000128,36.0,F,Urban,20,2-Year,100.9169101184387,1999.9443988585488,17,18.075193031887903,28.780882211090187,1,0,1,0,Credit Card,0,3,36.13212284682515,1
CUST_000129,28.0,F,Urban,14,1-Year,85.00501896336272,1119.5943404718844,13,15.870622131357617,14.532779178994419,1,0,15,2,Credit Card,1,3,10.47204117898747,1
CUST_000130,18.0,F,Suburban,37,Month-to-Month,20.0,782.0118968877415,17,5.498743884202996,70.62275811971948,4,0,4,0,Credit Card,0,3,6.4571684664661975,1
CUST_000131,35.0,M,Urban,4,1-Year,25.02058806540896,47.3727339567223,13,51.519895676613345,10.510863455578624,3,1,0,0,Credit Card,2,5,41.556399284478815,1
CUST_000132,22.0,F,Urban,11,Month-to-Month,129.76659139122103,1274.3692165223392,12,32.09816063230054,35.066081436439624,2,0,2,0,Bank Transfer,2,5,51.88326274744248,1
CUST_000133,40.0,M,Suburban,15,Month-to-Month,100.3870222379517,1535.7873009820123,19,42.71732373358637,46.23154500977161,3,0,0,0,Digital Wallet,2,0,4.530382317817585,1
CUST_000134,23.0,F,Suburban,8,Month-to-Month,47.51218355826819,347.27766479805007,21,31.592080851244624,60.36949758639124,1,0,0,0,Credit Card,0,2,26.323375247470604,1
CUST_000135,53.0,M,Suburban,11,Month-to-Month,20.34703490514689,257.9414879206921,11,50.877052201726755,29.374457228417747,3,1,1,4,Credit Card,2,1,96.49795765813639,1
CUST_000136,25.0,F,Rural,1,Month-to-Month,27.514788124364742,-69.14144440303242,23,7.485382303715057,20.721347613046518,0,1,1,1,Credit Card,0,1,154.82897748398068,1
CUST_000137,31.0,F,Suburban,5,Month-to-Month,80.27483128525124,,16,21.939800845627573,26.873828493721525,1,1,0,1,Credit Card,1,0,69.46293631764009,1
CUST_000138,44.0,M,Suburban,9,1-Year,124.30785070870728,1107.5369143924054,14,20.626505246958406,16.614682026869865,1,0,13,2,Credit Card,2,4,57.01749489868467,1
CUST_000139,20.0,M,Urban,38,1-Year,122.39772530681273,4660.093092954806,10,8.462069933135947,53.561498808132434,2,1,2,0,Digital Wallet,1,3,1.6545892467987624,1
CUST_000140,37.0,F,Urban,4,2-Year,20.0,46.11362875116726,20,,25.95847687409545,0,0,2,1,Credit Card,2,1,10.904682151218045,0
CUST_000141,50.0,F,Suburban,10,Month-to-Month,56.12686169236518,578.9868631064255,12,,46.68969983687819,1,0,0,0,Digital Wallet,1,2,2.099944874909714,1
CUST_000142,18.0,M,Urban,1,Month-to-Month,39.28856852686276,27.24731726775658,13,29.494835916053532,9.631257333530064,1,0,3,1,Credit Card,1,2,4.9027413218232185,1
CUST_000143,37.0,F,Urban,19,1-Year,69.1085092090767,1319.759181577933,15,20.929790736577985,20.61672027574197,0,0,1,2,Credit Card,3,4,2.8079136080355283,1
CUST_000144,38.0,M,Urban,22,Month-to-Month,25.06817563278215,509.28948162259434,10,10.31689627254233,13.351947015105152,2,0,7,0,Credit Card,0,1,6.8258050469172185,1
CUST_000145,44.0,M,Urban,48,Month-to-Month,48.6254486846551,2414.9794682674137,22,17.9430258855196,26.392314100082714,1,1,14,0,Credit Card,1,2,26.12859287988747,1
CUST_000146,20.0,M,Urban,41,1-Year,38.98216646290909,,10,16.825369032876793,5.0,0,0,3,0,Bank Transfer,2,2,11.576192897759876,0
CUST_000147,,M,Suburban,8,Month-to-Month,80.70813757760536,704.1822937136724,10,31.836714586215702,39.580105078570085,3,0,5,3,Credit Card,3,0,,1
CUST_000148,41.0,F,Urban,3,2-Year,49.554233859111676,71.3418165016008,10,22.744198173298674,26.305291069265863,5,0,5,3,Credit Card,2,3,19.170929884177333,0
CUST_000149,38.0,Other,Urban,4,1-Year,53.86466915725713,195.72702636529695,18,22.06997069159227,53.793048530112884,1,0,4,2,Bank Transfer,0,0,129.91290654920036,0
CUST_000150,,M,Suburban,72,Month-to-Month,80.32755405714919,5752.380054193597,16,11.51790636462184,6.653275740214207,0,0,6,0,Credit Card,0,1,136.5541608303534,1
CUST_000151,39.0,F,Rural,26,Month-to-Month,114.2756251437324,2851.916557600825,14,18.294152208984038,80.83469285626317,1,1,6,1,Digital Wallet,1,1,33.11466032039312,1
CUST_000152,26.0,M,Urban,1,1-Year,128.4732651413442,,14,20.9053271406273,15.494140520695625,0,0,10,0,Bank Transfer,0,2,34.8809593290462,1
CUST_000153,37.0,F,Suburban,3,1-Year,214.23015118972054,116.10138571249503,15,9.22413598864565,28.94315743857539,0,0,6,0,Credit Card,1,3,8.41516042721237,1
CUST_000154,38.0,M,Suburban,15,2-Year,62.34278024572168,922.8947404530929,13,44.379224507421604,16.21337672704846,0,1,3,1,Credit Card,0,4,4.858072515068729,0
CUST_000155,26.0,F,Suburban,5,1-Year,104.4874192037204,539.231441388452,14,21.626381751402864,15.7875490127341,3,0,16,4,Digital Wallet,0,3,10.232903271547777,1
CUST_000156,57.0,F,Urban,39,Month-to-Month,100.01493641034679,3934.699441795475,16,46.276800066823334,19.822672271169825,1,1,24,0,Credit Card,0,2,43.92831888361405,1
CUST_000157,40.0,M,Rural,20,Month-to-Month,91.45432797526632,1817.9936183760221,13,12.898636054762417,47.29226496984013,6,0,1,1,Bank Transfer,2,2,43.161947648686564,0
